COHORT_ID,ACTOR_ID,SESSION_KEY,REQUEST_KEY,EVENT_KEY,REQUEST_TS,LATENCY_MS,ITEM_COUNT,INPUT_TEXT,ENGAGED_POSITIONS,ORDERED_POSITIONS,ORDER_VALUE,ALT_FLOW_STATUS,NORMALIZED_TEXT,TRIGGER_MODE
Baseline,4b914b4b-2b00-40f6-b60b-ce28423f79a6,a5528ee2481e2576ae7fa353b722a0c6,adfab521-a51a-4356-b32b-d32165c346bb,c4a510f31ee043e048ff751d849128f4,2026-02-12 16:33:49.073421-05:00,62,169,cabinet deck,[23],,,no_aux_response,cabinet deck,resultsPage
Baseline,4b914b4b-2b00-40f6-b60b-ce28423f79a6,a5528ee2481e2576ae7fa353b722a0c6,6aecabfc-ad3b-43da-9c21-6ed02f79e000,abdbf8ee66cd816de43a0035ae17f9a9,2026-02-12 16:33:49.785753-05:00,69,58,primer dekc,,,,no_aux_response,primer dekc,inlineSuggest
Baseline,4b914b4b-2b00-40f6-b60b-ce28423f79a6,a5528ee2481e2576ae7fa353b722a0c6,b00b02a3-7fd1-4fb1-b292-0db535b9e204,25f7923f0696cb5373b2c3c0adf44947,2026-02-12 16:33:50.536429-05:00,60,35,screw plumbing,[6],,,no_aux_response,screw plumbing,resultsPage
Baseline,4b914b4b-2b00-40f6-b60b-ce28423f79a6,a5528ee2481e2576ae7fa353b722a0c6,670872a0-9385-4d31-8874-3bb22ba3e657,65d6f7195fe7cc6dc54c69b227937673,2026-02-12 16:33:50.703396-05:00,55,17,pri,,,,no_aux_response,pri,inlineSuggest
Baseline,4b914b4b-2b00-40f6-b60b-ce28423f79a6,a5528ee2481e2576ae7fa353b722a0c6,78666e7a-8460-42ca-b5a2-357af9dd5553,af45f14fad14c64c48fc372be0cf9e03,2026-02-12 16:33:53.607041-05:00,32,68,screw plumbin,,,,no_aux_response,screw plumbing,inlineSuggest
Baseline,a1029505-98d2-4fe8-8c7c-281f7a95e15c,8de03dd772bdb9ac4a7d45c9681bb726,10c6361d-307e-4804-80f2-fc97907d6eee,2ccdfbc70cf8ecc0f236d8735c292991,2026-02-12 16:45:43.451538-05:00,51,78,drill wo,,,,no_aux_response,drill wo,inlineSuggest
Baseline,a1029505-98d2-4fe8-8c7c-281f7a95e15c,8de03dd772bdb9ac4a7d45c9681bb726,35e5f155-45b7-499d-8bf6-799a60ee33d2,6f80f5e6d562a283301eb618012b736c,2026-02-12 16:45:44.320519-05:00,82,2,semper vanc,,,,no_aux_response,semper vanc,inlineSuggest
Baseline,a1029505-98d2-4fe8-8c7c-281f7a95e15c,8de03dd772bdb9ac4a7d45c9681bb726,d9aa5445-2aa5-478e-8d7f-668aa769710a,0ab92b3948cc0054efd62c6a3bb23044,2026-02-12 16:45:46.380619-05:00,65,7,10x40 painting,,,,no_aux_response,10x40 painting,resultsPage
Alternate,6ba6f011-7294-4d0e-bf16-e5972a6c617f,1c353fc5bfad7010dbb6256e6f95150d,a2532fc9-2c0e-40aa-ba1a-bee6e74e6045,a5fff00a66aad1413799162ef0266dfc,2026-02-12 17:57:59.993914-05:00,97,63,hinge deck,"[9, 7]",,,warm_store_hit,hinge deck,resultsPage
Alternate,6ba6f011-7294-4d0e-bf16-e5972a6c617f,1c353fc5bfad7010dbb6256e6f95150d,bf67d52c-482f-4f6d-8f40-95d93f1545cf,91b739669e267c01bbe05637524274a1,2026-02-12 17:58:01.881786-05:00,91,45,hijge deck,,,,fresh_compute_saved,hijge deck,inlineSuggest
Baseline,e32e1665-da1b-4311-809a-8f6dfa733ecb,1913781ac950539a67fcfd20ca259243,aa18b2b9-1365-451b-b801-fa59247d3834,be85ea10510fbedc00b260d3dabf2b68,2026-02-12 18:55:41.371236-05:00,60,18,moist,,,,no_aux_response,moist,inlineSuggest
Baseline,cc4fbfe3-01c6-42e5-bc19-b9dbdb01ad33,241155b8bf260240719dbc43f1f7908e,c052cc2b-b19c-4283-ade8-8e6a94e799af,7f03a79b9348a121bde133aebc81cc90,2026-02-12 18:56:40.202172-05:00,100,105,sealant vinly,,,,no_aux_response,sealant vinly,inlineSuggest
Baseline,cc4fbfe3-01c6-42e5-bc19-b9dbdb01ad33,241155b8bf260240719dbc43f1f7908e,01bb8d6e-eceb-4c6c-b5a7-a1a93f3a820c,905f8abc6777d9ca303f653f25b37389,2026-02-12 18:56:41.095614-05:00,54,149,tile wind,,,,no_aux_response,tile wind,inlineSuggest
Baseline,bc955615-6fa1-4ad2-9ac9-056a9ccdb4a6,d92eeb65f2de7c089827ebf1adb65614,48b86e52-ff81-4694-91ac-038c66a76594,f07e11757c781cd741380ab95fa83bd5,2026-02-12 18:57:39.672694-05:00,64,23,cabinet dec,,,,no_aux_response,cabinet deck,inlineSuggest
Baseline,c3853754-53f4-4fa9-b62e-41c0afea77b5,269bd875dc8bbf3171b47277dfb58cbd,39601484-da12-44bb-9612-34f800cf1173,9aef1a9656c86f7530fde5ea24fc969c,2026-02-12 20:18:01.853010-05:00,125,34,tile window,,,,no_aux_response,tile window,resultsPage
Baseline,c3853754-53f4-4fa9-b62e-41c0afea77b5,269bd875dc8bbf3171b47277dfb58cbd,673ca954-e25d-4fb2-91eb-e8c3aa13967b,1a43cd79e7bdd31c74d50f6a61057d7d,2026-02-12 20:18:02.891948-05:00,78,111,tile indow,[5],,,no_aux_response,tile indow,resultsPage
Baseline,c3853754-53f4-4fa9-b62e-41c0afea77b5,269bd875dc8bbf3171b47277dfb58cbd,49a48900-d70e-42c2-a914-a1d8c414c408,42ec43657ff13d7d641ae582accede10,2026-02-12 20:18:03.279072-05:00,96,10,mouse large f6t,,,,no_aux_response,mouse large 6ft,inlineSuggest
Alternate,3ee3bdfa-3abc-4fde-83e0-185554bbbcb1,b27d2d20809d37fa3472a15aefd24862,01380d8f-fec2-45c4-8832-96d19b5f920c,8a250758b7c9f1695a3d310ce2ab7324,2026-02-12 20:27:07.143318-05:00,44,54,sealant v,,,,no_aux_response,sealant v,inlineSuggest
Alternate,3ee3bdfa-3abc-4fde-83e0-185554bbbcb1,b27d2d20809d37fa3472a15aefd24862,dc2dbbcd-7ff2-4e18-8f9b-016a962f8b62,24e8acd1adeb83715b79cf00cb371c96,2026-02-12 20:27:07.164228-05:00,140,95,insulation floor,,,,warm_store_hit,insulation floor,inlineSuggest
Baseline,c7c2148a-ea79-4237-a635-1e87842c6498,303a890e134f1fc9b7c4bc3ae58a9efd,ef5acec3-5703-4284-946a-325732e6b37c,386d1b5daae6a00f08da2b28f0d9098c,2026-02-12 20:54:48.253945-05:00,70,53,10x40 vniyl,,,,no_aux_response,10x40 vniyl,inlineSuggest
Baseline,c7c2148a-ea79-4237-a635-1e87842c6498,303a890e134f1fc9b7c4bc3ae58a9efd,c586f967-7f8c-4830-a272-9ceea8e01bdc,1b47f86ac7a12ffac159e607e0d01e5c,2026-02-12 20:54:48.811679-05:00,89,12,mexican vancouver,[1],,,no_aux_response,mexican vancouver,resultsPage
Alternate,563d1b20-d31c-409b-95dd-74194ebed917,2e0ffa601835e950cecc7b6d8fd4e945,efd7161c-e97f-428d-ad2d-18c6721419e3,7f87e1a9ae6f390f18b59ba205dc55ed,2026-02-12 21:04:31.634313-05:00,48,14,plywood paintin,,,,no_aux_response,plywood paintin,inlineSuggest
