COHORT_ID,ACTOR_ID,SESSION_KEY,REQUEST_KEY,EVENT_KEY,REQUEST_TS,LATENCY_MS,ITEM_COUNT,INPUT_TEXT,ENGAGED_POSITIONS,ORDERED_POSITIONS,ORDER_VALUE,ALT_FLOW_STATUS,NORMALIZED_TEXT,TRIGGER_MODE
Alternate,83fb7b3d-f3fe-4405-8a2e-ca241a15bad7,6bfaeede263e9d5acb1e0e639bb75723,e63e972d-78ae-4a27-b5e3-79ea2fddf97c,b757bd6ab28e1fe21dd4be0c265988a5,2026-02-12 16:40:50.452900-05:00,46,37,painting,[31],,,no_aux_response,painting,inlineSuggest
Alternate,83fb7b3d-f3fe-4405-8a2e-ca241a15bad7,6bfaeede263e9d5acb1e0e639bb75723,b09b0d71-53ec-4ce4-ad4c-40279f6000df,7a2aafe662682c5ba27705e3c0fc92fd,2026-02-12 16:40:50.881003-05:00,106,187,paint,[37],,,warm_store_hit,paint,inlineSuggest
Alternate,83fb7b3d-f3fe-4405-8a2e-ca241a15bad7,6bfaeede263e9d5acb1e0e639bb75723,8490249f-6ba4-470c-aed8-23adce5b8476,1a04353cba9911a68ace6f5510d9f48d,2026-02-12 16:40:51.801297-05:00,47,43,sealant floor,[13],,,no_aux_response,sealant floor,inlineSuggest
Alternate,83fb7b3d-f3fe-4405-8a2e-ca241a15bad7,6bfaeede263e9d5acb1e0e639bb75723,dca7c3a6-77c0-444c-8496-d359801f1d16,20cbb85670b3801a8ef50a0a5ef95733,2026-02-12 16:40:53.193985-05:00,119,240,painting wire,[221],,,warm_store_hit,painting wire,resultsPage
Alternate,83fb7b3d-f3fe-4405-8a2e-ca241a15bad7,6bfaeede263e9d5acb1e0e639bb75723,50c539b7-0914-4fab-ab20-656919611f5d,0886e285d40aedce3d435416449c940e,2026-02-12 16:40:53.968558-05:00,95,27,primer drywall,[27],,,session_store_hit,primer drywall,resultsPage
Alternate,83fb7b3d-f3fe-4405-8a2e-ca241a15bad7,6bfaeede263e9d5acb1e0e639bb75723,c6d9fc11-b765-415e-bdef-60923ac1997a,ef2edc425b27853314a64c1f60235c3e,2026-02-12 16:40:55.205705-05:00,128,83,tile,[61],,,warm_store_hit,tile,inlineSuggest
Baseline,720ba368-524a-4934-90af-b781e33289ca,8b31596c6dfa1672ce7d499c6f76223a,edc74ae7-880f-4bfa-8f4c-08c6d996aacb,6cb0a6503cac4300009e69f64e1572b8,2026-02-12 16:52:49.253761-05:00,85,31,window shelf,[31],,,no_aux_response,window shelf,resultsPage
Baseline,720ba368-524a-4934-90af-b781e33289ca,8b31596c6dfa1672ce7d499c6f76223a,829e2454-377e-406e-914c-31320ca39707,a51347940d0625ee11cf8ef7f8afa892,2026-02-12 16:52:51.069882-05:00,51,41,sealant deck,[25],,,no_aux_response,sealant deck,resultsPage
Baseline,720ba368-524a-4934-90af-b781e33289ca,8b31596c6dfa1672ce7d499c6f76223a,5fa847be-e805-4aed-8510-c1f690880362,6006afdb071a12121b503a481f01ac0a,2026-02-12 16:52:51.365846-05:00,62,18,hinge vinyl,[7],,,no_aux_response,hinge vinyl,resultsPage
Baseline,720ba368-524a-4934-90af-b781e33289ca,8b31596c6dfa1672ce7d499c6f76223a,55aacaa0-40e2-4497-a506-5dcda8af1020,ee3eed78fd620f88480b8e6a950ee636,2026-02-12 16:52:51.631712-05:00,65,4,trail vancouver 8fc,[4],,,no_aux_response,trail vancouver 8fc,resultsPage
Baseline,720ba368-524a-4934-90af-b781e33289ca,8b31596c6dfa1672ce7d499c6f76223a,65ed4ab3-d97c-4b4c-97e9-e93aab6b1be9,2391e18d439590dddc424ae660cb9401,2026-02-12 16:52:52.124583-05:00,79,6,mouse acer 12mm,[3],,,no_aux_response,mouse acer 12mm,resultsPage
Baseline,f04dd28f-1d86-4b67-b166-ea0378ad9db7,6f7f861709a6cbd7d7bd334f463876cd,83c1bb10-e00e-4793-9524-e188af64476f,24dd19b616d55f59fed49fee63d48fc3,2026-02-12 16:59:56.193418-05:00,53,118,primer she,[112],,,no_aux_response,primer she,inlineSuggest
Alternate,71137046-4eb7-4fee-b53b-8754217bfe37,0e2aca06efe082410cab955263e3cf76,f77d730b-79af-4d98-ad30-4ac77613d0f7,a4e8d8cda0e805fc1eb44ee524f3b58c,2026-02-12 17:01:11.502383-05:00,218,22,mouse acer 12mm,[4],,,fresh_compute_saved,mouse acer 12mm,resultsPage
Alternate,71137046-4eb7-4fee-b53b-8754217bfe37,0e2aca06efe082410cab955263e3cf76,e30121ec-a156-4241-af19-e07ab1f7cc5c,3dbc6c3ca071003506ad71877dfd3c9a,2026-02-12 17:01:11.598592-05:00,82,106,caulk painting,[100],,,warm_store_hit,caulk painting,resultsPage
Alternate,71137046-4eb7-4fee-b53b-8754217bfe37,0e2aca06efe082410cab955263e3cf76,47a79dbb-74b4-48f3-b629-e0b72989ea32,4fb350a09b62863c767b3a20f9f54c05,2026-02-12 17:01:13.055786-05:00,222,41,mouse,[17],,,fresh_compute_saved,mouse,inlineSuggest
Alternate,71137046-4eb7-4fee-b53b-8754217bfe37,0e2aca06efe082410cab955263e3cf76,60931f86-d8cf-4a71-980a-2799c9a0962a,483bdfcfc9cd89d88612174f2d27049a,2026-02-12 17:01:13.771147-05:00,78,13,til ewindow,[11],,,session_store_hit,til ewindow,inlineSuggest
Alternate,71137046-4eb7-4fee-b53b-8754217bfe37,0e2aca06efe082410cab955263e3cf76,9bfceb1a-f59e-43b5-a0da-774c3ab32805,09d57d2e20345534a620c0ac3faa6357,2026-02-12 17:01:14.955446-05:00,57,4,dishwasher,[2],,,no_aux_response,dishwasher,inlineSuggest
Alternate,71137046-4eb7-4fee-b53b-8754217bfe37,0e2aca06efe082410cab955263e3cf76,2003616d-babf-490f-be64-5bd72430247f,cc4477c496007853eb0daa703bbd973b,2026-02-12 17:01:15.801033-05:00,44,97,isnulation deck,[81],,,no_aux_response,isnulation deck,inlineSuggest
Alternate,f4b91f3e-108a-4dff-9802-f44230a46289,453a69e1eaf49bf063144918408c340d,df9bb353-88d4-4182-88c5-6fdae4392728,69406b55827cac8a255a4a2ec19a64bf,2026-02-12 17:22:56.145732-05:00,99,42,drill hea,[21],,,warm_store_hit,drill heater,inlineSuggest
Alternate,f4b91f3e-108a-4dff-9802-f44230a46289,453a69e1eaf49bf063144918408c340d,1a77712c-f45f-4901-a02f-3078bb02d6f6,95d41a3ee6a25a73c244ebe07f00a3b9,2026-02-12 17:22:56.996205-05:00,55,61,tile window,[58],,,no_aux_response,tile window,inlineSuggest
Alternate,f4b91f3e-108a-4dff-9802-f44230a46289,453a69e1eaf49bf063144918408c340d,b38be259-a211-48dc-9688-1259ad0a6025,63998c8deb8c27dc91a1651e92f94dfa,2026-02-12 17:22:57.929834-05:00,75,56,primer plumbing,[14],,,warm_store_hit,primer plumbing,resultsPage
Baseline,16125eba-d49c-40de-b314-27399c679aa2,4d32b4657fddfd1a88ccb897e603b1e8,498281b5-d0f2-4068-bb24-64ab66854be5,e985589bab5809605500cbfaee453943,2026-02-12 17:58:51.469314-05:00,55,86,drill heater,[56],,,no_aux_response,drill heater,resultsPage
Baseline,16125eba-d49c-40de-b314-27399c679aa2,4d32b4657fddfd1a88ccb897e603b1e8,205f613a-20e4-4d56-91d0-fb688f2d8379,aae6da15aa07a74fb4fb74021819b0e8,2026-02-12 17:58:51.969664-05:00,67,61,drill heate,[29],,,no_aux_response,drill heate,inlineSuggest
Baseline,16125eba-d49c-40de-b314-27399c679aa2,4d32b4657fddfd1a88ccb897e603b1e8,f99f88d5-0125-4333-86b1-d8c661af35b5,a722d4feffcb5fe54371576ab87a09fe,2026-02-12 17:58:54.333338-05:00,46,18,drill heater,[11],,,no_aux_response,drill heater,inlineSuggest
Baseline,16125eba-d49c-40de-b314-27399c679aa2,4d32b4657fddfd1a88ccb897e603b1e8,9cd238ce-dea3-439a-a6f5-2ea4cc07b84c,2fa15d1ffdb1308d5a69e65dd17af1d8,2026-02-12 17:58:54.857028-05:00,57,99,drillw ood,[86],,,no_aux_response,drillw ood,inlineSuggest
Baseline,16125eba-d49c-40de-b314-27399c679aa2,4d32b4657fddfd1a88ccb897e603b1e8,bf532e1f-9baf-4191-afe4-78e944709d3d,b6473eea10dda2cb510485934d2bc716,2026-02-12 17:58:56.502372-05:00,96,104,tile window,[25],,,no_aux_response,tile window,resultsPage
Baseline,c3818fa3-d340-4ad0-81f3-97adceb7eff6,55610aed1bdaab611e72eac035025e04,20511b63-48eb-4c5c-80a1-0d9035b43c8a,9e0bc3fb9ce155061ece9d7215a0a495,2026-02-12 18:41:49.461560-05:00,57,14,mouse large 6ft,[13],,,no_aux_response,mouse large 6ft,inlineSuggest
Baseline,c3818fa3-d340-4ad0-81f3-97adceb7eff6,55610aed1bdaab611e72eac035025e04,0ed2873f-c3a6-4dde-8066-750866bbb946,7b2ff401ad8300b71916612b599c16a2,2026-02-12 18:41:49.662800-05:00,74,12,mouse large,[4],,,no_aux_response,mouse large,inlineSuggest
Baseline,c3818fa3-d340-4ad0-81f3-97adceb7eff6,55610aed1bdaab611e72eac035025e04,c6f20232-b023-4ced-b559-7057f48bc0b7,e5256946a6ff4db153886c070e54d49a,2026-02-12 18:41:49.940281-05:00,95,40,idshwasher window,[19],,,no_aux_response,idshwasher window,inlineSuggest
Baseline,c3818fa3-d340-4ad0-81f3-97adceb7eff6,55610aed1bdaab611e72eac035025e04,6df368c2-a924-42e2-9a1d-1c3432f6fe31,acf14d9bec8cf3f8cf5ace17ac49864a,2026-02-12 18:41:50.986005-05:00,45,31,drill heater,[22],,,no_aux_response,drill heater,resultsPage
Baseline,c3818fa3-d340-4ad0-81f3-97adceb7eff6,55610aed1bdaab611e72eac035025e04,c7b1bd3e-992f-4d63-9af1-cfb80a81b7d6,41baf85684111fe0a8323365c77774e6,2026-02-12 18:41:52.222083-05:00,59,9,doorway vi,[7],,,no_aux_response,doorway vi,inlineSuggest
Alternate,8e154c5f-9a3e-431f-ae95-e10b4c4bb076,3614813127b1d9f587ee53cde5f5d696,5e38b379-b221-41aa-9ba6-ef302092df44,a1333217baa8b123fb8fa63ecf07580a,2026-02-12 18:46:50.362002-05:00,82,21,drill vinyl,[10],,,no_aux_response,drill vinyl,resultsPage
Alternate,8e154c5f-9a3e-431f-ae95-e10b4c4bb076,3614813127b1d9f587ee53cde5f5d696,d02dced5-f542-4b04-948c-6192c84982dc,f8c08b549642137504a3e263011a1577,2026-02-12 18:46:51.165873-05:00,115,88,dril,[71],,,warm_store_hit,dril,inlineSuggest
