COHORT_ID,ACTOR_ID,SESSION_KEY,REQUEST_KEY,EVENT_KEY,REQUEST_TS,LATENCY_MS,ITEM_COUNT,INPUT_TEXT,ENGAGED_POSITIONS,ORDERED_POSITIONS,ORDER_VALUE,ALT_FLOW_STATUS,NORMALIZED_TEXT,TRIGGER_MODE
Baseline,b2d23220-fa46-490c-b3af-b4f3376c2658,4e9fdc7ec85eeb43f9a5c66d04af4cb8,ee9768c6-930d-465b-89dd-f735108b497f,c3ae0332dee591d429917495908a6aa2,2026-02-12 17:24:33.502613-05:00,62,61,primer window,[46],,,no_aux_response,primer window,resultsPage
Baseline,b2d23220-fa46-490c-b3af-b4f3376c2658,4e9fdc7ec85eeb43f9a5c66d04af4cb8,0c179681-0353-4adb-bd46-6254073d486d,c356e116a0a993c3f3201a3930b0f58b,2026-02-12 17:24:34.451399-05:00,57,25,doorway vinyl,[3],,,no_aux_response,doorway vinyl,resultsPage
Baseline,6178d8f9-5a8a-4323-9c0f-ffacba03267f,01b8ce9e23f314ece7f3ebb9634bb170,cad50a5a-8f49-4b95-823e-d9a1179c6682,0ad0bce7e78ed6b92a9c1cec717a4ac2,2026-02-12 23:04:24.670487-05:00,63,32,tile window,,,,no_aux_response,tile window,inlineSuggest
Baseline,6178d8f9-5a8a-4323-9c0f-ffacba03267f,01b8ce9e23f314ece7f3ebb9634bb170,d6faa736-3ec3-419f-a960-d6390739e415,7db2f0e002c9a888300469acf20aff67,2026-02-12 23:04:27.076372-05:00,64,65,insulation vinyl,"[4, 41, 1, 11]",,,no_aux_response,insulation vinyl,resultsPage
Alternate,0a75611b-278c-4c13-8654-0756344b3a15,1e7af17c15f385460419fb5d9e10ce3e,22398f9b-c3a4-4adb-a730-3a8214a9d484,8d6e8e64e4b7630a152f36256e94363a,2026-02-12 23:33:21.680070-05:00,39,157,painting deck,"[2, 22, 1, 89]",,,warm_store_hit,painting deck,resultsPage
Alternate,0a75611b-278c-4c13-8654-0756344b3a15,1e7af17c15f385460419fb5d9e10ce3e,93af29d8-be69-44a0-bf9d-eb02bdd973ae,ef0360dce096e223181b015162ac172a,2026-02-12 23:33:21.802610-05:00,57,18,plyw,,,,no_aux_response,plyw,inlineSuggest
Alternate,0a75611b-278c-4c13-8654-0756344b3a15,1e7af17c15f385460419fb5d9e10ce3e,d4f3afb2-3360-4d75-a0a8-a6a37f031e32,65d573749d16e8c7afcfe2faa1905db9,2026-02-12 23:33:21.856442-05:00,97,21,plywood panel,,,,session_store_hit,plywood panel,resultsPage
Alternate,0a75611b-278c-4c13-8654-0756344b3a15,1e7af17c15f385460419fb5d9e10ce3e,c938801f-9c9a-4693-b661-e7d227d0ba64,119adbd61fac1ab97ddb98acf6d4be38,2026-02-12 23:33:23.618817-05:00,76,54,hnge deck,,,,warm_store_hit,hnge deck,inlineSuggest
Alternate,0a75611b-278c-4c13-8654-0756344b3a15,1e7af17c15f385460419fb5d9e10ce3e,626d983f-4235-40db-87ea-ac04dc23ca12,3dad4cd81c159924d6838b06d0ae8318,2026-02-12 23:33:26.316538-05:00,44,212,tile window,,,,warm_store_hit,tile window,inlineSuggest
Baseline,6d0a52c7-a9b1-49d6-8079-c84e4dff7554,81d0905d511d9be37dd917c6ad73e2f8,ac6f2455-9bbe-4dd1-b8e1-316c0d312703,fe96dd577b8457fa27f036bfaeede263,2026-02-13 00:58:00.863147-05:00,70,29,drill he,,,,no_aux_response,drill he,inlineSuggest
Baseline,6d0a52c7-a9b1-49d6-8079-c84e4dff7554,81d0905d511d9be37dd917c6ad73e2f8,af73c1fa-2ca1-4145-86e7-94d9ece89994,e9d5acb1e0e639bb757237a2aafe6626,2026-02-13 00:58:01.631990-05:00,27,36,drill viny,,,,no_aux_response,drill viny,inlineSuggest
Baseline,6d0a52c7-a9b1-49d6-8079-c84e4dff7554,81d0905d511d9be37dd917c6ad73e2f8,39402a7b-896b-4691-afd9-3880b8dfbe8c,82c5ba27705e3c0fc92fdb757bd6ab28,2026-02-13 00:58:02.304793-05:00,28,17,tile wind,,,,no_aux_response,tile wind,inlineSuggest
Baseline,6d0a52c7-a9b1-49d6-8079-c84e4dff7554,81d0905d511d9be37dd917c6ad73e2f8,35cfc278-3e68-4f2b-9691-30d7f4472a38,e1fe21dd4be0c265988a520cbb85670b,2026-02-13 00:58:02.824698-05:00,70,22,paintin deck,,,,no_aux_response,painting deck,inlineSuggest
Baseline,e738e342-9958-4e59-aa2d-17193eccd0fe,7b6fd0efc1a81e1757d869d37de8bcd9,4e07b421-90b0-471f-a835-83117f727e1e,ccadd3c4d6f681c2e49e079c00bdddae,2026-02-13 01:39:33.951485-05:00,88,27,tile window,[8],,,no_aux_response,tile window,resultsPage
Baseline,e738e342-9958-4e59-aa2d-17193eccd0fe,7b6fd0efc1a81e1757d869d37de8bcd9,9ad7b7e6-7449-4dc7-bd78-d6bb92f01643,397d9a893d0f06e21adcb4f68e69b0b0,2026-02-13 01:39:34.915570-05:00,88,82,seal,,,,no_aux_response,seal,inlineSuggest
